19,person,3,695.24,94.81,660.23,920.02
19,person,4,-4.29,20.54,497.16,1080.54
20,person,1,198.57,3.73,587.93,860.82
20,person,2,1481.13,87.22,437.23,995.64
20,person,3,683.85,97.01,670.08,921.34
20,person,4,-7.93,28.93,487.89,1071.83
21,person,1,174.59,5.22,603.48,872.17
21,person,2,1478.49,89.88,439.35,995.02
21,person,3,682.70,99.53,673.95,921.85
21,person,4,-7.66,34.27,481.03,1065.48
22,person,1,144.69,4.63,626.88,884.09
22,person,2,1476.41,91.17,441.54,993.97
22,person,3,680.75,100.62,675.98,922.35
22,person,4,-9.37,37.81,470.38,1062.78
23,person,1,133.03,3.13,638.80,890.09
23,person,2,1476.10,92.59,442.67,992.87
23,person,3,679.54,100.18,676.25,920.68
23,person,4,-6.64,40.29,466.49,1057.92
24,person,1,146.41,-1.18,633.62,886.46
24,person,2,1473.98,90.77,444.56,993.49
24,person,3,681.54,98.40,678.06,916.51
24,person,4,-5.55,40.44,460.86,1055.28
25,person,1,142.68,1.17,634.25,888.87
25,person,2,1471.90,88.15,446.52,994.88
25,person,3,682.99,98.53,674.94,912.22
25,person,4,-5.48,41.22,456.31,1054.07
26,person,1,125.51,13.47,644.42,906.09
26,person,2,1469.62,86.40,448.62,996.10
26,person,3,681.71,99.75,671.96,911.18
26,person,4,-4.05,41.96,453.64,1051.66
27,person,1,100.73,13.20,662.04,918.24
27,person,2,1467.82,85.38,450.49,997.06
27,person,3,682.04,95.64,670.26,907.49
27,person,4,-8.30,44.59,444.53,1051.00
28,person,1,107.21,6.65,662.32,917.73
28,person,2,1466.04,84.34,452.31,998.15
28,person,3,679.53,93.93,669.53,903.83
28,person,4,-6.60,46.45,439.79,1045.74
29,person,1,129.36,-1.92,651.39,907.01
29,person,2,1464.95,82.30,453.72,999.61
29,person,3,677.17,93.43,670.31,900.15
29,person,4,-9.00,50.86,430.48,1039.74
30,person,1,150.36,-13.57,636.37,881.83
30,person,2,1464.02,80.95,454.94,1000.39
30,person,3,677.50,93.38,670.37,897.20
30,person,4,-10.36,55.15,419.91,1034.05
31,person,1,165.55,-26.86,618.31,848.07
31,person,2,1463.34,79.54,455.95,1001.35
31,person,3,676.55,96.22,672.63,898.71
31,person,4,-10.52,58.24,409.84,1029.91
32,person,1,172.94,-27.18,605.41,820.36
32,person,2,1462.63,78.89,456.85,1002.28
32,person,3,672.90,97.88,677.53,903.07
32,person,4,-8.98,59.74,402.61,1027.89
33,person,1,166.78,-4.44,604.64,821.83
33,person,2,1461.82,77.53,457.74,1003.17
33,person,3,670.91,95.81,677.99,903.56
33,person,4,-0.44,57.78,406.49,1029.91
34,person,1,138.99,8.50,621.09,835.33
34,person,2,1460.12,76.44,459.07,1003.69
34,person,3,669.72,95.59,673.48,901.01
34,person,4,-3.58,58.13,401.72,1029.14
35,person,1,156.01,-10.98,611.11,811.76
35,person,2,1457.41,77.15,461.10,1004.03
35,person,3,669.26,98.35,670.67,900.61
35,person,4,-3.72,58.44,398.63,1028.59
36,person,1,158.11,-6.75,607.80,801.76
36,person,2,1455.66,79.52,462.85,1003.26
36,person,3,667.98,103.00,672.14,903.20
36,person,4,-3.09,57.32,395.86,1029.43
37,person,1,158.36,-18.08,604.40,774.63
37,person,2,1453.51,79.80,464.85,1002.82
37,person,3,672.49,103.39,667.53,902.49
37,person,4,-2.63,55.71,393.31,1029.84
38,person,1,155.17,-17.56,601.12,755.26
38,person,2,1452.26,81.97,466.44,1001.40
38,person,3,672.03,101.25,663.26,897.50
38,person,4,-5.63,56.86,386.24,1033.19
39,person,1,151.85,-13.35,599.94,741.79
39,person,2,1451.05,81.17,467.92,1000.72
39,person,3,670.71,99.06,662.98,890.08
39,person,4,-4.51,57.59,382.29,1037.04
40,person,1,149.27,-9.64,599.86,731.94
40,person,2,1449.47,80.66,469.50,1000.07
40,person,3,663.08,101.08,668.37,886.76
40,person,4,-5.41,57.67,376.36,1039.02
41,person,1,142.71,-6.09,599.35,725.21
41,person,2,1447.95,80.31,471.03,999.68
41,person,3,655.67,102.37,670.64,885.92
41,person,4,-4.93,56.74,371.75,1040.67
42,person,1,141.25,-3.83,598.41,719.85
42,person,2,1446.09,79.59,472.69,1000.17
42,person,3,659.80,104.60,665.59,886.26
42,person,4,-1.49,54.30,371.91,1041.31
43,person,1,138.26,-2.50,600.79,716.34
43,person,2,1443.09,77.17,474.98,1002.19
43,person,3,657.30,106.03,665.64,888.29
43,person,4,-0.83,53.32,371.22,1041.57
44,person,1,133.44,-1.02,606.35,713.97
44,person,2,1440.56,74.39,477.31,1003.94
44,person,3,661.55,105.87,663.83,888.92
44,person,4,0.37,52.63,371.80,1041.45
45,person,1,125.25,1.10,610.96,713.84
45,person,2,1438.02,73.81,479.95,1004.88
45,person,3,666.58,104.77,657.02,888.83
45,person,4,-2.30,52.57,367.35,1040.93
46,person,1,118.47,2.22,616.95,713.79
46,person,2,1413.55,73.46,495.27,1007.17
46,person,3,667.78,105.15,654.07,888.56
46,person,4,-0.44,51.03,367.18,1042.52
47,person,1,108.84,12.14,627.49,730.92
47,person,2,1399.17,74.71,507.76,1007.56
47,person,3,666.00,106.50,654.33,890.72
47,person,4,-0.47,50.56,365.77,1042.89
48,person,1,100.79,16.34,636.77,747.27
48,person,2,1387.36,74.01,519.36,1008.90
48,person,3,667.55,106.91,654.95,894.22
48,person,4,-1.00,51.12,363.71,1040.83
49,person,1,101.41,3.54,638.36,739.80
49,person,2,1380.83,73.75,527.91,1009.78
49,person,3,667.51,107.76,654.21,896.51
49,person,4,-1.00,52.44,361.87,1037.92
50,person,1,81.70,21.61,655.16,770.94
50,person,2,1375.94,73.54,534.75,1010.69
50,person,3,669.92,109.52,651.57,900.19
50,person,4,-0.36,49.50,361.25,1035.74
51,person,1,53.25,33.68,679.12,811.65
51,person,2,1372.41,72.60,540.12,1011.53
51,person,3,670.13,107.31,649.57,901.79
51,person,4,-0.04,45.03,361.28,1035.82
52,person,1,35.33,32.00,697.65,841.69
52,person,2,1369.50,72.13,544.52,1012.10
52,person,3,667.75,102.35,647.99,898.04
52,person,4,-3.14,41.40,356.79,1035.81
53,person,1,28.20,24.50,706.89,861.04
53,person,2,1366.36,71.16,548.66,1012.93
53,person,3,664.31,102.30,650.28,894.92
53,person,4,-1.56,41.08,355.10,1037.46
54,person,1,39.27,10.44,703.07,864.38
54,person,2,1365.59,70.84,551.07,1013.34
54,person,3,667.68,104.16,648.52,889.73
54,person,4,-2.00,49.17,351.93,1033.35
55,person,1,33.63,9.92,706.44,876.17
55,person,2,1398.07,66.57,532.33,1015.27
55,person,3,670.07,106.62,646.39,888.80
55,person,4,-0.90,50.77,350.54,1031.40
56,person,1,21.03,9.72,714.31,890.08
56,person,2,1413.67,64.77,518.70,1016.28
56,person,3,671.87,104.79,642.93,883.91
57,person,1,15.08,6.42,720.35,900.57
57,person,2,1421.47,62.99,508.99,1018.00
57,person,3,669.90,106.51,641.93,884.22
57,person,4,-1.64,42.67,348.11,1031.36
58,person,1,16.97,2.95,721.49,905.38
58,person,2,1425.64,61.80,502.11,1019.44
58,person,3,666.77,105.38,642.92,882.50
58,person,4,1.43,39.38,349.23,1033.10
59,person,1,13.70,3.26,724.33,913.69
59,person,2,1428.33,61.15,497.19,1020.66
59,person,3,669.93,104.36,642.18,880.54
60,person,1,11.74,0.70,725.64,918.51
60,person,2,1429.42,61.80,494.01,1021.11
60,person,3,672.25,101.15,641.27,882.24
61,person,1,9.54,-2.50,725.80,917.99
61,person,2,1429.66,64.01,492.04,1020.03
61,person,3,673.16,99.40,642.69,885.25
62,person,1,8.13,-3.64,725.23,917.48
62,person,2,1429.65,65.60,490.86,1018.26
62,person,3,672.47,96.53,644.89,886.87
63,person,1,9.29,-6.22,724.16,913.63
63,person,2,1429.68,67.62,490.06,1016.04
63,person,3,672.93,93.85,645.72,886.38
63,person,4,-1.63,34.38,345.63,1031.60
64,person,1,8.16,-4.92,724.73,912.67
64,person,2,1429.76,69.70,489.41,1013.77
64,person,3,672.69,94.00,645.03,886.13
64,person,4,-3.18,32.93,341.47,1031.58
65,person,1,4.60,0.19,725.94,918.31
65,person,2,1429.60,73.26,489.07,1010.66
65,person,3,670.81,94.67,644.90,885.46
65,person,4,-7.99,37.03,331.97,1024.83
66,person,1,3.70,0.81,726.94,921.23
66,person,2,1429.33,75.69,488.95,1008.06
66,person,3,667.42,96.57,646.16,884.18
66,person,4,-6.48,38.33,327.96,1021.24
67,person,1,3.02,0.92,728.06,925.23
67,person,2,1428.94,77.18,488.99,1006.05
67,person,3,664.23,97.20,647.60,882.70
68,person,1,2.77,1.20,728.64,928.63
68,person,2,1428.45,76.51,489.17,1005.71
68,person,3,661.12,98.90,648.85,880.70
69,person,1,2.97,-0.95,728.80,926.73
69,person,2,1427.91,77.39,489.44,1004.75
69,person,3,649.36,101.77,654.09,874.30
70,person,1,2.72,-0.86,728.98,927.30
70,person,2,1427.64,78.08,489.63,1003.88
70,person,3,642.59,104.88,658.79,869.96
71,person,1,3.02,-0.68,728.95,927.74
71,person,2,1427.36,79.35,489.83,1002.92
71,person,3,637.86,107.52,663.57,867.91
72,person,1,3.29,1.07,729.00,930.59
72,person,2,1426.67,79.68,490.27,1002.56
72,person,3,635.75,110.12,667.33,869.15
73,person,1,4.24,0.79,729.31,931.73
73,person,2,1425.94,80.68,490.85,1001.81
73,person,3,635.49,109.08,669.99,872.40
74,person,1,4.28,14.35,730.57,946.01
74,person,2,1425.55,81.44,491.27,1000.91
74,person,3,637.31,107.69,671.15,876.75
75,person,1,4.12,20.16,732.45,961.82
75,person,2,1425.35,82.06,491.60,1000.11
75,person,3,645.24,103.97,670.11,881.68
76,person,1,4.28,10.37,733.56,968.78
76,person,2,1425.04,81.87,492.00,999.84
76,person,3,652.14,99.82,667.65,884.44
77,person,1,4.14,5.37,734.70,973.93
77,person,2,1425.07,82.64,492.17,999.12
77,person,3,656.46,97.07,666.24,884.93
78,person,1,3.37,13.05,735.53,993.76
78,person,2,1425.16,83.39,492.28,998.27
78,person,3,659.48,96.35,664.82,884.75
79,person,1,2.47,13.18,736.02,1011.74
79,person,2,1425.35,84.03,492.29,997.63
79,person,3,661.73,98.04,663.98,884.95
80,person,1,2.19,10.11,735.60,1024.72
80,person,2,1426.11,83.54,491.86,997.57
80,person,3,659.84,99.49,662.59,878.68
81,person,1,5.03,-12.88,736.23,1002.76
81,person,2,1426.73,83.19,491.36,997.44
81,person,3,658.79,104.13,660.61,877.17
82,person,1,7.59,-20.67,736.34,983.18
82,person,2,1426.71,83.36,491.18,997.28
82,person,3,661.27,105.16,658.70,874.36
83,person,1,8.32,-18.53,736.34,971.04
83,person,2,1426.61,83.10,491.17,997.25
83,person,3,662.43,106.11,656.81,873.21
84,person,1,8.40,-13.70,736.28,964.46
84,person,2,1426.12,81.62,491.48,998.21
84,person,3,663.27,106.76,654.61,873.66
85,person,1,8.96,-14.51,736.11,954.24
85,person,2,1425.71,80.59,491.80,999.16
85,person,3,665.52,106.36,653.72,876.05
86,person,1,8.96,-12.18,736.20,947.75
86,person,2,1425.28,79.14,492.19,1000.59
86,person,3,668.35,104.36,654.65,879.47
87,person,1,8.51,-11.06,736.38,941.07
87,person,2,1425.06,79.21,492.37,1001.09
87,person,3,665.72,103.95,658.36,883.80
88,person,1,7.70,-7.88,737.61,939.74
88,person,2,1424.79,79.79,492.59,1001.24
88,person,3,668.05,101.95,655.70,883.33
89,person,1,6.47,2.93,739.82,953.07
89,person,2,1425.28,80.67,492.40,1000.73
89,person,3,673.84,101.01,652.50,881.89
90,person,1,6.82,-4.60,741.08,947.55
90,person,2,1425.62,80.31,492.20,1000.94
90,person,3,672.68,101.76,654.66,882.81
91,person,1,7.25,-5.96,741.89,944.14
91,person,2,1425.71,79.64,492.16,1001.85
91,person,3,670.57,101.76,654.74,886.71
92,person,1,9.70,-11.37,744.29,932.02
92,person,2,1425.66,79.75,492.16,1002.27
92,person,3,658.33,106.28,663.12,892.46
93,person,1,8.39,-6.35,746.51,934.37
93,person,2,1427.40,79.02,491.23,1003.06
93,person,3,634.46,108.23,682.13,896.58
94,person,1,11.09,-5.78,747.43,931.34
94,person,2,1428.77,79.01,490.25,1003.45
94,person,3,622.44,109.18,691.55,899.86
95,person,1,13.73,-5.24,747.60,927.07
95,person,2,1429.77,78.62,489.28,1004.00
95,person,3,644.22,106.74,684.23,900.64
96,person,1,16.35,-5.79,747.13,921.92
96,person,2,1431.08,78.88,488.11,1004.66
96,person,3,675.02,102.42,673.41,896.22
97,person,1,16.14,-3.86,747.66,918.51
97,person,2,1432.81,79.15,486.71,1004.71
97,person,3,664.57,102.77,680.73,898.35
98,person,1,10.49,20.69,753.43,950.99
98,person,2,1434.15,78.58,485.42,1004.49
98,person,3,669.34,99.37,676.27,896.25
99,person,1,7.58,21.89,756.66,973.27
99,person,2,1436.00,79.04,483.83,1003.57
99,person,3,663.55,97.43,680.02,893.57
100,person,1,9.55,17.84,760.68,987.66
100,person,2,1437.78,78.29,482.18,1003.41
100,person,3,657.75,100.71,686.66,897.40
101,person,1,11.07,11.20,765.38,999.22
101,person,2,1439.52,78.43,480.57,1003.22
101,person,3,660.74,100.92,685.54,897.63
102,person,1,9.66,8.67,770.38,1014.79
102,person,2,1440.95,78.50,479.12,1003.12
102,person,3,666.51,98.97,683.17,895.28
103,person,1,7.85,7.10,773.54,1029.40
103,person,2,1441.37,78.08,478.35,1003.29
103,person,3,683.77,97.70,674.13,893.69
104,person,1,8.07,8.02,775.38,1044.46
104,person,2,1441.69,77.60,477.71,1003.48
104,person,3,692.23,103.15,665.00,892.64
105,person,1,9.08,1.98,777.16,1050.00
105,person,2,1441.77,77.14,477.36,1003.74
105,person,3,693.34,103.22,656.86,896.58
106,person,1,11.45,-6.74,779.37,1039.03
106,person,2,1441.21,76.51,477.48,1004.45
106,person,3,697.78,102.50,649.87,893.12
107,person,1,12.17,-6.76,779.87,1029.64
107,person,2,1440.29,76.92,478.00,1005.00
107,person,3,701.32,103.56,648.37,893.11
108,person,1,11.38,-4.92,780.66,1026.90
108,person,2,1439.28,76.51,478.68,1005.90
108,person,3,701.81,102.50,648.11,895.19
109,person,1,10.19,-4.85,782.16,1027.21
109,person,2,1437.83,76.11,479.78,1006.45
109,person,3,706.03,102.63,643.59,898.12
110,person,1,10.27,-6.74,783.06,1023.60
110,person,2,1436.77,75.37,480.84,1007.17
110,person,3,712.81,100.18,641.27,896.77
111,person,1,11.05,-5.51,784.22,1020.65
111,person,2,1435.73,75.89,481.91,1006.91
111,person,3,707.84,103.72,643.61,896.91
112,person,1,10.89,1.24,787.33,1027.65
112,person,2,1435.22,75.81,482.76,1007.03
112,person,3,712.01,104.66,639.83,898.70
113,person,1,9.42,6.28,790.60,1038.96
113,person,2,1434.94,75.13,483.31,1007.37
113,person,3,711.98,102.96,638.24,901.52
114,person,1,7.77,5.86,794.03,1046.33
114,person,2,1434.25,74.17,483.93,1008.37
114,person,3,712.65,101.90,638.58,901.79
115,person,1,6.11,6.26,795.76,1050.41
115,person,2,1432.90,73.59,484.97,1008.81
115,person,3,710.73,98.84,641.74,900.00
116,person,1,4.36,6.29,795.74,1054.13
116,person,2,1431.71,72.99,486.02,1009.26
116,person,3,715.19,101.30,641.50,901.29
117,person,1,4.71,5.18,796.27,1056.37
117,person,2,1430.04,72.44,487.32,1009.74
117,person,3,703.49,98.21,649.16,907.10
118,person,1,5.52,2.85,797.13,1061.48
118,person,2,1430.14,72.21,487.64,1010.34
118,person,3,712.66,98.65,646.10,912.12
119,person,1,5.93,-0.35,797.52,1061.59
119,person,2,1432.45,71.98,486.55,1010.81
119,person,3,711.33,95.11,650.63,911.42
120,person,1,6.80,0.31,798.43,1063.95
120,person,2,1436.74,70.77,483.83,1011.23
120,person,3,705.26,96.44,653.84,914.45
121,person,1,4.85,-0.62,799.55,1067.16
121,person,2,1440.09,70.75,481.11,1011.31
121,person,3,712.31,94.19,651.42,912.97
122,person,1,5.46,-7.36,801.76,1058.97
122,person,2,1443.64,69.36,478.11,1011.51
122,person,3,724.84,94.77,643.79,912.24
123,person,1,4.38,-22.05,805.56,1032.72
123,person,2,1442.46,71.49,478.22,1008.45
123,person,3,734.90,92.61,637.26,908.20
124,person,1,4.19,-5.75,806.93,1038.59
124,person,2,1447.36,70.03,474.63,1008.55
124,person,3,742.59,96.48,629.53,910.45
125,person,1,4.57,3.60,807.91,1047.38
125,person,2,1449.95,70.24,471.90,1008.27
125,person,3,747.45,95.38,622.89,911.04
126,person,1,3.95,9.85,809.51,1061.54
126,person,2,1451.26,70.08,469.99,1008.46
126,person,3,750.24,96.15,618.70,913.78
127,person,1,2.64,8.65,810.03,1070.88
127,person,2,1451.15,70.31,469.10,1008.49
127,person,3,750.38,94.21,616.99,913.59
128,person,1,2.40,4.00,810.72,1076.57
128,person,2,1445.37,71.84,472.46,1007.19
128,person,3,751.61,90.39,615.47,909.94
129,person,1,3.75,-1.00,811.10,1080.40
129,person,2,1442.29,73.36,475.05,1005.95
129,person,3,751.20,88.79,615.20,909.14
130,person,1,16.27,-25.02,804.26,1043.51
130,person,2,1444.71,71.79,474.02,1007.63
130,person,3,750.89,88.31,616.33,909.13
131,person,1,19.88,-28.58,799.16,1016.87
131,person,2,1441.70,73.46,476.31,1006.92
131,person,3,749.35,90.03,618.80,910.81
132,person,1,23.53,-24.70,795.46,998.19
132,person,2,1440.98,74.14,477.56,1007.02
132,person,3,734.80,88.52,631.90,908.50
133,person,1,38.29,-20.16,784.50,982.16
133,person,2,1442.41,74.09,477.34,1006.42
133,person,3,735.65,90.00,637.49,909.08
134,person,1,45.10,-17.83,777.64,961.59
134,person,2,1444.43,74.00,476.31,1006.29
134,person,3,736.43,91.18,640.66,911.30
135,person,1,76.11,-15.47,755.47,942.08
135,person,2,1446.42,74.37,474.90,1005.88
135,person,3,734.20,90.89,643.52,913.87
135,person,4,15.64,42.85,351.49,1032.66
136,person,1,56.88,0.67,761.09,946.09
136,person,2,1447.04,73.61,474.17,1006.69
136,person,3,742.54,97.21,635.80,910.41
136,person,4,14.04,56.75,363.11,1022.68
137,person,1,88.30,-3.62,746.60,935.11
137,person,2,1448.07,73.53,473.19,1007.01
137,person,3,747.09,102.20,629.89,911.79
137,person,4,23.62,44.28,385.97,1037.01
138,person,1,104.49,-5.36,735.63,922.92
138,person,2,1449.53,72.61,471.89,1007.71
138,person,3,750.83,95.34,626.65,914.49
138,person,4,15.42,44.96,392.92,1033.36
139,person,1,95.18,6.56,732.01,927.79
139,person,2,1451.65,72.33,470.08,1007.97
139,person,3,750.50,86.12,628.33,912.14
139,person,4,11.04,47.37,398.27,1030.85
140,person,1,92.88,6.66,726.13,926.58
140,person,2,1452.13,71.50,469.15,1008.07
140,person,3,752.35,87.99,627.70,914.85
140,person,4,6.23,51.63,399.41,1028.88
141,person,1,150.06,-21.13,693.39,892.25
141,person,2,1452.80,68.44,468.43,1009.59
141,person,3,749.06,80.49,631.63,911.29
141,person,4,8.03,53.16,404.49,1022.92
142,person,1,186.97,-25.26,665.28,865.70
142,person,2,1453.17,63.82,467.95,1012.35
142,person,3,751.64,82.26,637.14,912.72
142,person,4,-2.27,55.73,394.67,1017.75
143,person,1,210.33,-39.01,644.68,821.80
143,person,2,1439.97,66.42,475.09,1016.24
143,person,3,749.33,83.48,644.68,915.51
143,person,4,6.83,55.04,403.33,1011.93
144,person,1,229.65,-20.06,623.85,810.07
144,person,2,1447.76,63.23,472.47,1015.97
144,person,3,750.09,80.93,647.33,909.38
144,person,4,1.57,55.88,399.94,1008.04
145,person,1,245.48,-25.96,608.34,781.07
145,person,2,1434.77,67.79,479.95,1017.77
145,person,3,754.72,78.38,650.31,903.86
145,person,4,16.71,56.56,420.86,1006.45
146,person,1,261.39,-21.75,594.12,762.05
146,person,2,1431.10,68.98,483.78,1018.80
146,person,3,756.41,78.96,652.54,901.47
146,person,4,8.22,58.77,421.67,1007.15
147,person,1,273.94,-11.81,581.46,752.85
147,person,2,1431.56,68.74,485.07,1019.83
147,person,3,758.50,79.74,653.96,900.28
147,person,4,2.13,59.63,418.80,1007.87
148,person,1,284.15,-11.82,573.29,738.80
148,person,2,1435.94,69.01,483.40,1020.23
148,person,3,758.40,81.02,657.25,900.66
148,person,4,9.96,59.74,427.76,1011.50
149,person,1,295.51,-10.12,565.50,727.87
149,person,2,1442.15,68.19,479.74,1021.02
149,person,3,756.63,81.18,659.60,902.72
149,person,4,7.64,60.21,428.95,1014.29
150,person,1,304.74,-7.03,561.56,720.53
150,person,2,1447.06,67.04,475.95,1021.74
150,person,3,751.79,78.77,660.81,901.43
150,person,4,10.66,59.96,437.22,1016.64
151,person,1,307.73,-4.02,561.70,717.10
151,person,2,1448.19,67.90,473.99,1021.91
151,person,3,750.85,77.27,659.86,899.16
151,person,4,11.24,59.51,443.80,1019.28
152,person,1,315.85,-2.79,559.91,712.46
152,person,2,1441.84,67.24,476.75,1023.68
152,person,3,746.20,83.17,664.44,901.13
152,person,4,9.80,58.98,447.97,1020.44
153,person,1,330.36,-4.02,555.23,706.42
153,person,2,1435.93,64.12,480.56,1025.91
153,person,3,744.92,88.60,669.65,900.01
153,person,4,9.18,58.33,453.36,1019.16
154,person,1,340.65,-3.45,551.38,701.99
154,person,2,1454.48,54.97,470.34,1028.59
154,person,3,739.46,89.76,673.26,894.62
154,person,4,11.31,56.79,462.03,1018.28
155,person,1,351.05,-2.96,547.58,697.68
155,person,2,1464.20,51.57,462.26,1030.51
155,person,3,738.25,84.36,675.27,896.35
155,person,4,11.92,57.15,471.18,1019.15
156,person,1,359.29,-1.22,545.15,695.46
156,person,2,1449.07,57.93,468.16,1031.99
156,person,3,742.71,89.02,676.85,893.26
156,person,4,12.98,57.17,481.46,1019.84
157,person,1,368.62,0.00,542.00,693.50
157,person,2,1443.52,57.86,471.62,1033.98
157,person,3,732.64,93.26,687.46,892.43
157,person,4,12.63,56.23,490.62,1018.09
158,person,1,374.77,1.50,541.15,692.72
158,person,2,1459.48,53.59,463.19,1033.28
158,person,3,728.27,95.35,690.81,890.92
158,person,4,9.83,56.54,495.52,1016.65
159,person,1,380.11,0.93,539.64,690.74
159,person,2,1467.75,53.40,456.73,1031.73
159,person,3,730.29,88.96,691.29,895.85
159,person,4,5.70,57.37,494.65,1015.37
160,person,1,385.97,1.68,538.33,689.23
160,person,2,1471.76,52.52,452.26,1031.42
160,person,3,733.35,94.79,691.28,899.82
160,person,4,3.65,58.38,493.18,1013.87
161,person,1,391.82,3.32,537.32,690.00
161,person,2,1474.17,52.73,448.88,1030.87
161,person,3,733.36,97.58,690.03,904.19
161,person,4,2.83,59.02,491.53,1013.16
162,person,1,397.78,3.57,536.12,690.77
162,person,2,1475.70,53.49,446.38,1030.07
162,person,3,736.85,96.84,686.53,905.71
162,person,4,0.64,59.52,486.83,1012.60
163,person,1,402.56,3.92,535.41,691.65
163,person,2,1477.82,52.31,443.77,1030.58
163,person,3,741.48,94.92,683.52,905.63
163,person,4,-1.85,60.00,480.31,1012.76
164,person,1,406.83,4.53,535.93,693.95
164,person,2,1478.82,51.34,441.97,1031.45
164,person,3,748.52,91.02,681.78,903.97
164,person,4,-2.13,56.93,475.30,1014.94
165,person,1,417.65,3.91,534.52,695.38
165,person,2,1464.18,54.41,449.70,1032.88
165,person,3,761.61,84.71,668.41,895.26
165,person,4,-6.72,56.65,463.74,1015.00
166,person,1,424.29,3.19,532.82,695.58
166,person,2,1461.02,54.73,452.97,1032.96
166,person,3,765.01,76.97,662.77,889.47
166,person,4,-9.28,57.04,451.19,1015.96
167,person,1,425.05,3.57,533.08,696.41
167,person,2,1455.41,54.17,457.70,1033.15
167,person,3,774.07,79.48,660.28,884.45
167,person,4,-9.39,56.26,441.73,1016.00
168,person,1,427.57,5.17,532.89,698.45
168,person,2,1450.72,52.22,462.26,1034.78
168,person,3,779.32,79.90,660.26,879.56
168,person,4,0.06,55.58,444.55,1019.40
169,person,1,439.43,5.28,527.99,698.29
169,person,2,1446.69,53.03,466.56,1034.93
169,person,3,780.94,77.78,659.89,877.06
169,person,4,-8.08,55.11,432.11,1018.24
170,person,1,439.54,7.96,527.61,701.07
170,person,2,1444.02,54.45,470.04,1034.62
170,person,3,780.76,77.63,656.29,875.16
